lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
66	Activity Type	Aktivitetstyp	Tipo de Actividad	Tipo de Actividad	Aktivitätstyp	Soort activiteit		Type d\'Activité	Type d\'Activité	Aktivitets type	活动类型		Активный тип			Tipe Kegiatan	Τύπος δραστηριότητας		Tipo de atividade	Tipo de Atividade	النوع الفعال	Aktivitetstype	Aktivite Tipi			Tipo di attività			dummy
67	Acute on Chronic	Akut av Kronisk 	Agudo en Crónico	Agudo en Crónico	akut exazerbierte chronische	Acuut op chronisch beloop		Maladie Chronique Aiguë	Maladie Chronique Aiguë		急性慢性		Острый или Хронический			Akut pada kronis	Οξύ επί χρονίου		Agudização	Aguda sobre crônica	حاد أو مزمن	Acuta in chronica 	Kronik Alevlenmesi			Acuto su cronico			dummy
68	add	lägg till	añadir	añadir	hinzufügen	toevoegen		ajouter	ajouter				добавить			tambah	προσθήκη		adicionar	Adicionar	إضافة	Tilføj	ekle	dodaj		aggiungi			dummy
69	Add	Lägg till 	Añadir	Añadir	Hinzufügen	Toevoegen		Ajouter	Ajouter	Legg til	添加		Добавить			Tambah	Προσθήκη		Adicionar	Adicionar	إضافة	Opret ny aftale	Ekle	Dodaj		Aggiungi			dummy
70	ADD		AÑADIR	AÑADIR	Hinzufügen	ADD		Ajouter	Ajouter										ADICIONAR	ADICIONAR	اضف 	Tilføj	EKLE	DODAJ		AGGIUNGI			dummy
71	Add a Company	Lägg till ett företag 	Añadir una compañía	Añadir una compañía	Firma hinzufügen	Bedrijf toevoegen		Ajouter une Campanie d\'assurance	Ajouter une Campanie d\'assurance	Legg til en Bedrift	添加公司		Добавить Компанию 			Tambah Perusahaan	Προσθήκη Εταιρείας		Adicionar uma Empresa	Adicionar uma Empresa	إضافة شركة	Tilføj et firma	Bir Şirket Ekle	Dodaj firmę		Aggiungi un\'Azienda			dummy
72	Add a Pharmacy	Lägg till ett apotek 	Añadir una farmacia	Añadir una farmacia	Apotheke hinzufügen	Apotheek toevoegen		Ajouter une Pharmacie	Ajouter une Pharmacie	Legg til et Apotek	添加药剂		Добавить Аптеку			Tambah Farmasi	Προσθήκη Φαρμακείου		Adicionar uma Farmácia	Adicionar uma Farmácia	إضافة صيدلية	Tilføj et apotek	Bir Eczane Ekle	Dodaj aptekę		Aggiungi una Farmacia			dummy
73	add an event for 	Lägg till ett händelse för 	Añadir un evento para	Añadir un evento para	Ereignis hinzufügen für	gebeurtenis toevoegen voor		Ajouter un événement pour	Ajouter un événement pour	Legg til en hendelse for	新增的事件		Добавить событие для 			menambahkan kegiatan	προσθήκη συμβάντος για		adicionar um evento para	adicionar um evento para	إضافة حدث ل	Tilføj aktivitet til	için bir olay ekle	dodaj zdarzenie dla		aggiungi un evento per			dummy
74	Add as a new note	lägg till en ny anteckning	Añadir como nueva nota	Añadir como nueva nota	Als neue Bemerkung hinzufügen	Bewaar als nieuwe notitie		Ajouter une note	Ajouter une note				Добавить как новое замечание			Menambahkan catatan	Προσθήκη ως νέα σημείωση		adicionar como uma nova nota	adicionar como uma nova nota	إضافة كملاحظة جديدة	Tilføj ny note	Yeni bir not olarak ekle	Dodaj jako nową notatkę		Aggiungi come nuova nota			dummy
75	Add as New	Lägg till som en ny 	Añadir como nuevo	Añadir como nuevo	Neu hinzufügen	Bewaar als nieuw		Ajouter en tant que nouveau	Ajouter en tant que nouveau	Legg til som ny	新增为新		Добавить как Новая			Tambahkan sebagai Baru	Προσθήκη ως Νέο		Adicionar como Novo	Adicionar como Novo	إضافة جديد	Tilføj som ny	Yeni Olarak Ekle	Dodaj jako nowy		Aggiungi come Nuovo			dummy
76	Add Buttons		Agregar Botones	Agregar Botones	Druckknöpfe hinzufügen	Knoppen toevoegen		Boutons Ajout	Boutons Ajout				Добавить кнопки						Adicionar Botões	Adicionar Botões	اضف 	Tilføj knapper	Ekle Düğmeleri	Dodaj przyciski		Aggiungi Pulsanti			dummy
77	Add Buttons for Special Chars,Texts to be Displayed on Top of the Editor for inclusion to the text on a Click		Agregar botones para caracteres especiales, texto a mostrar encima del editor para incluir en el texto con un Click.	Agregar botones para caracteres especiales, texto a mostrar encima del editor para incluir en el texto con un Click.	Druckknöpfe hinzufügen für spezielle Buchstaben, Texten die an die Oberseite vom Editor kommen für Einfügen in der Text nach einen Knopfdruck	Knoppentoevoegen voor Speciale karakters om aan bovenzijde van de Editor te tonen om bij de tekst te voegen dmv Click		Boutons Ajouter pour les caractères spéciaux, Textes devant figurer en haut de l\'éditeur à inclure dans le texte suite à un Clic	Boutons Ajouter pour les caractères spéciaux, Textes devant figurer en haut de l\'éditeur à inclure dans le texte suite à un Clic										Adicionar Botões para Caracteres ou Textos Especiais serem exibidos na parte de cima do editor para inclusão no texto através de um click no rato.	Adicionar Botões para Caracteres especiais, Textos para serem exibidos no topo do editor para inclusão do texto em um Click			Özel karakterlerin, metinlerin bir tıklama ile metine eklenmeleri için editörün üst kısmında görülen düğmeler			Aggiungi Pulsanti per caratteri speciali, testi che devono essere mostrati in cima all\'editor per includerli nel testo con un cilck			dummy
78	Add Category	Lägg till en ny Kategori 	Añadir categoria	Añadir categoria	Kategorie hinzufügen	Categorie toevoegen		Ajouter une Catégorie	Ajouter une Catégorie	Legg til kategori	新增分类		Добавить Категорию			Tambahkan Kategori	Προσθ. Κατηγορίας		Adicionar Categoria	Adicionar Categoria	إضافة فئة	Tilføj Kategori 	Kategori Ekle	Dodaj kategorię		Aggiungi come categoria			dummy
79	Add Constant	Lägg till en ny Konstant 	Añadir constante	Añadir constante	Konstante hinzufügen	Constante toevoegen		Ajouter une Constante	Ajouter une Constante	Legg til konstant	新增常数		Добавить Константу			Tambahkan Konstanta	Προσθ. Σταθεράς		Adicionar Constante	Adicionar Constante	إضافة ثابت	Tilføj konstant 	Sabit Ekle			Aggiungi costante			dummy
80	Add Context		Añadir contexto	Añadir contexto	Kontext hinzufügen	Contekst toevoegen		Ajouter un Contexte	Ajouter un Contexte				Добавить Контекст						Adicionar Contexto	Adicionar Contexto		Tilføj sammenhæng	İçerik Ekle			Aggiungi Contesto			dummy
81	Add Copay	Lägg till en ny Medbetalning 	Añadir Co-pago	Añadir Co-pago	Eigenleistung hinzufügen	Eigen bijdrage toevoegen		Insérer un co-payeur	Insérer un co-payeur		购买Copay		Добавить Оплату Пациента 			Tambahkan Copay	Προσθ. Συμμετοχής		Adicionar Copagamento	Adicionar Copay	إضافة تحمل	Tilføj medbetaling 	Katkı payı ekle	Dodaj współpłatność		Aggiungi copagamento			dummy
82	Add criteria	Lägg till ett nytt kriterium	Añadir Criterios	Añadir Criterios	Kriterium hinzufügen	Criterium toevoegen		Ajouter un Critère	Ajouter un Critère				Добавить критерий				Προσθ. Κριτηρίου		Adicionar critério	Adicionar Critério	اضف حاله 	Tilføj kriteria	Kriter ekle	Dodaj kryteria		Aggiungi Criteri			dummy
83	Add Custom Button		Añadir Boton Deseado	Añadir Boton Deseado	Custom Drückknopf hinzufügen	Custom knop toevoegen		Ajouter un Bouton Personnalisé	Ajouter un Bouton Personnalisé				Добавить пользовательскую кнопку						Adicionar botão costumizado	Adicionar Botão Customizado		Tilføj special knap	Özel Düğme Ekle			Aggiungi Pulsanti Personalizzati			dummy
84	Add Diagnosis	Lägg till en ny diagnos	Añadir diagnóstico	Añadir diagnóstico	Diagnose hinzufügen	Dx toevoegen		Ajouter un Diagnostic	Ajouter un Diagnostic				Добавить Диагноз			Tambahkan Diagnosa	Προσθ. Διάγνωσης		Adicionar Diagnóstico	Adicionar Diagnóstico	اضف تشخيص	Tilføj diagnose	Tanı Ekle	Dodaj diagnozę		Aggiungere diagnosi	डायग्नोसिस शामिल करें		dummy
85	Add Drug	Lägg till ett nytt Läkemedel	Añadir medicamento	Añadir medicamento	Medikament hinzufügen	Rx toevoegen		Ajouter un Médicament	Ajouter un Médicament	Legg til medisin	添加药物		Добавить Лекарство			Tambahkan Obat	Προσθ. Φαρμάκου		Adicionar Medicamento	Adicionar Medicamento	إضافة دواء	Tilføj lægemiddel	İlaç Ekle	Dodaj lek		Aggiungere farmaco			dummy
86	Add Encounter	Lägg till ett nytt besök Besök	Añadir encuentro	Añadir encuentro	Kontakt hinzufügen	Contact toevoegen		Ajouter un rendez-vous	Ajouter un rendez-vous	Legg til Møte	购买座谈会		Добавить Встречу			Tambahkan Konsultasi	Προσθ. Επίσκεψης		Adicionar Consulta	Adicionar Consulta	إضافة موعد	Tilføj aftale	Görüşme Ekle	Dodaj wizytę		Aggiungere visita			dummy
87	Add encounter/notes	Lägg till ett nytt möte/antekning	Añadir encuentro/notas	Añadir encuentro/notas	Besuchnotizen hinzufügen	Toevoegen van bezoek notities		Ajouter Notes/rendez-vous	Ajouter Notes/rendez-vous								Προσθ. Επίσκεψης/Σημείωσης		Adicionar consulta/notas	Adicionar Encontro/Notas		Tilføj aftale/note	Görüşme/notlar ekle	Dodaj wizytę/notatki		Aggiungi incontro/note			dummy
88	Add Facility	Lägg till en ny klinik	Añadir instalación	Añadir instalación	Einrichtung hinzufügen	Locatie toevoegen		Ajouter un équipement médical	Ajouter un équipement médical	Legg til Lokale	购买基金		Добавить Услсгу			Tambahkan Prasarana	Προσθ. Έδρας		Adicionar Clínica	Adicionar Clínica	إضافة مرفق	Tilføj kllinik	Tesis Ekle	Dodaj ośrodek		Aggiungi Sede			dummy
89	Add Field	Lägg till ett nytt fält	Añadir Campo	Añadir Campo	Feld hinzufügen	Veld toevoegen		Ajouter un domaine	Ajouter un domaine				Добавить Поле			Menambah Fasilitas	Προσθ. Πεδίου		Adicionar Campo	Adicionar Campo	إضافة حقل	Tilføj felt	Alan Ekle	Dodaj pole		Aggiungi Campo			dummy
90	Add following lines to the Apache configuration file	Lägg till följande meningar till Apache konfigurationsfilen	Añadir las siguientes lineas al file de configuracion de Apache	Añadir las siguientes lineas al file de configuracion de Apache	Folgende Zeilen zur Apache Konfigurationsdatei hinzufügen	Voeg de volgende regels toe aan het Apache-configuratiebestand		Ajouter les lignes suivantes au fichier de configuration du serveur Apache	Ajouter les lignes suivantes au fichier de configuration du serveur Apache				Добавить последующие линии в поле конфигурации Apache			Tambahkan baris berikut ini pada file konfigurasi Apache	Προσθήκη των ακόλουθων γραμμών στο αρχείο ρυθμίσεων του Apache		Junte estas linhas ao ficheiro de configuração do Servidor Web	Adicione estas linhas ao arquivo de configuração do Servidor Web (Apache)	إضافة هذه الأسطر إلى تكوين ملف اباتشي	Tilføj følgende linier til Apaches konfigurationsfil	Aşağıdaki satırları Apache konfigürasyon dosyasına ekleyiniz.	Dodaj poniższe wiersze do pliku konfiguracyjnego serwera Apache		Aggiungi le linee seguenti al file di configurazione di Apache			dummy
91	Add Group	Lägg till en ny Grupp 	Añadir grupo	Añadir grupo	Gruppe hinzufügen	Groep toevoegen		Ajouter un Groupe	Ajouter un Groupe	Legg til gruppe	添加组		Добавить Группу 			Tambah Grup	Προσθήκη Ομάδος		Adicionar Grupo	Adicionar Grupo	إضافة مجموعة	Tilføj gruppe	Grup Ekle	Dodaj grupę		Aggiungi Gruppo			dummy
92	Add ICD Code	Lägg till en ny ICD-kod	Añadir código CIE	Añadir código CIE	ICD-Codes hinzufügen	ICD Code toevoegen		Ajouter le code ICD	Ajouter le code ICD		新增的ICD码		Добавить ICD Код			Tambahkan Kode ICD	Προσθ. Κωδ. ICD		Adicionar Código CDI	Adicionar Código CID	إضافة رمز المرض	Tilføj ICD kode	ICD kodu Ekle	Dodaj kod ICD		Aggiungi codice ICD			dummy
93	Add Immunization	Lägg till en ny vaccination	Agregar vacunación	Agregar vacunación	Impfung hinzufügen	Vaccinatie toevoegen		Ajouter une vaccination	Ajouter une vaccination				Добавить Вакцинацию			Tambahkan Imunisasi	Προσθ. Εμβολίου	Add Immunisation	Adicionar Imunização	Adicionar Imunização			Aşılama Ekle	Dodaj szczepienie		Aggiungi Immunizzazione			dummy
94	Add Issue	Lägg till i aktuellt	Añadir Incidente	Añadir Incidente	Problem hinzufügen	Probleem toevoegen		Ajouter un problème médical	Ajouter un problème médical	Legg til problem	购买问题		Добавить Выпуск			Tambahkan Isu	Προσθ. Διάγνωσης		Adicionar Ocorrência	Adicionar Ocorrência	إضافة مسألة	Tilføj emne	Konu Ekle	Dodaj problem		Aggiungi Problema			dummy
95	Add Language	Lägg till ett nytt Språk 	Añadir idioma	Añadir idioma	Sprache hinzufügen	Taal toevoegen		Ajouter une langue 	Ajouter une langue 	Legg til språk	新增语言		Добавить Язык 			Tambahkan Bahasa	Προσθ. Γλώσσας		Adicionar Idioma	Adicionar Idioma	إضافة لغة	Tilføj sprog	Dil Ekle	Dodaj język		Aggiungi Lingua			dummy
96	Add New	Lägg till Ny 	Añadir nuevo	Añadir nuevo	Neu hinzufügen	Nieuwe toevoegen		Ajouter du nouveau	Ajouter du nouveau	Legg til ny	添加新		Добавить Новое			Tambahkan Baru	Προσθήκη Νέου		Adicionar Novo	Adicionar Novo	إضافة جديد	Tilføj ny	Yeni Ekle	Dodaj nowy		Aggiungi Nuovo			dummy
